id,english,french,bislama,where
IN-0644,Your Super Star review has been submitted!,Votre avis Super Étoile a été soumis !,Saen in blong serem eksperiens blong yu,src/components/ReviewForm.tsx
IN-0645,Your review has been submitted successfully.,Votre avis a été soumis avec succès.,Reting blong yu,src/components/ReviewForm.tsx
IN-0646,Sign in to share your experience,Connectez-vous pour partager votre expérience,Wanem i Super Star?,src/components/ReviewForm.tsx
IN-0647,Your Rating,Votre note,Super Star hem i wan premium 6th sta we i kostem $5. Hem i wan spesel wei blong soem se bisnis i nambawan tumas.,src/components/ReviewForm.tsx
IN-0648,What is a Super Star?,Qu'est-ce qu'une Super Étoile ?,Supa Sta i joen long riviu blong yu!,src/components/ReviewForm.tsx
IN-0649,The Super Star is a premium 6th star that costs $5. It's a special way to show exceptional appreciation for a business. Super Stars are displayed prominently on business profiles and help them stand out.,La Super Étoile est une 6ème étoile premium qui coûte 5$. C'est une façon spéciale de montrer une appréciation exceptionnelle.,Riviu blong yu,src/components/ReviewForm.tsx
IN-0650,Super Star added to your review!,Super Étoile ajoutée !,Searem ditel abaotem eksperiens blong yu...,src/components/ReviewForm.tsx
IN-0651,Your Review,Votre avis,Minimum 10 karakta,src/components/ReviewForm.tsx
IN-0652,Share details about your experience...,Partagez les détails de votre expérience...,Sendem...,src/components/ReviewForm.tsx
IN-0653,Minimum 10 characters,Minimum 10 caractères,Supa Sta,src/components/ReviewForm.tsx
IN-0654,Submitting...,Envoi...,Premium 6th Sta Riviu,src/components/ReviewForm.tsx
IN-0655,Super Star,Super Étoile,Pem $5.00 sef,src/components/ReviewForm.tsx
IN-0656,Premium 6th Star Review,Avis Premium 6ème Étoile,Maet leit,src/components/ReviewForm.tsx
IN-0657,Pay $5.00 Securely,"Payer 5,00$ en toute sécurité",Tru eksperiens from turis we oli sevem wetem StikmNek,src/components/ReviewForm.tsx
IN-0658,Maybe later,Peut-être plus tard,Serem eksperiens blong yu wetem narafala turis,src/components/ReviewForm.tsx
IN-0659,Real experiences from tourists who saved with StikmNek,Expériences réelles de touristes qui ont économisé avec StikmNek,Jusum wan bisnis blong riviu,src/components/ReviewsSection.tsx
IN-0660,Share your experience with other tourists,Partagez votre expérience avec d'autres touristes,Jusum wan bisnis...,src/components/ReviewsSection.tsx
IN-0661,Select a business to review,Sélectionnez une entreprise à évaluer,No gat list blong riviu. Inklutum blong yu naoia,src/components/ReviewsSection.tsx
IN-0662,Choose a business...,Choisir une entreprise...,Jensem,src/components/ReviewsSection.tsx
IN-0663,No listings available to review (including your own).,Aucune annonce à évaluer (y compris la vôtre).,Komplitim profael blong yu,src/components/ReviewsSection.tsx
IN-0664,Change,Changer,Helpem mifala blong givim dils mo kontakt yu long we yu preferem,src/components/ReviewsSection.tsx
IN-0665,Complete your traveller profile,Complétez votre profil voyageur,Namba blong ol man (13 yia mo antap),src/components/TouristProfileForm.tsx
IN-0666,Help us tailor deals and reach you the way you prefer.,Aidez-nous à personnaliser les offres et à vous joindre comme vous préférez.,Namba blong pikinini (5–12),src/components/TouristProfileForm.tsx
IN-0667,Number of adults (13 yrs and above),Nombre d’adultes (13 ans et plus),Namba blong smol pikinini (0–4),src/components/TouristProfileForm.tsx
IN-0668,Number of children (5–12 years),Nombre d’enfants (5–12 ans),Wei blong kontakt,src/components/TouristProfileForm.tsx
IN-0669,Number of infants (0–4 years),Nombre de bébés (0–4 ans),Putum detels blong we yu laikem blong oli save kontaktem u long hem.,src/components/TouristProfileForm.tsx
IN-0670,Preferred contact method,Moyen de contact préféré,Imel blong yu,src/components/TouristProfileForm.tsx
IN-0671,Enter the details for how you prefer to be reached.,Saisissez les coordonnées pour votre moyen de contact choisi.,Namba WhatsApp blong yu,src/components/TouristProfileForm.tsx
IN-0672,Your email,Votre e-mail,Fon namba blong yu,src/components/TouristProfileForm.tsx
IN-0673,Your WhatsApp number,Votre numéro WhatsApp,Wea yu stap? (Nem blong resot),src/components/TouristProfileForm.tsx
IN-0674,Your phone number,Votre numéro de téléphone,Ful nem,src/components/TouristProfileForm.tsx
IN-0675,Where are you staying? (Resort name),Où séjournez-vous ? (nom de l’hôtel/résidence),Dei blong kam,src/components/TouristProfileForm.tsx
IN-0676,Full name,Nom complet,Dei blong lego ples ia,src/components/TouristProfileForm.tsx
IN-0677,Expected arrival date,Date d’arrivée prévue,Sevem profael,src/components/TouristProfileForm.tsx
IN-0678,Expected departure date,Date de départ prévue,Biaen,src/components/TouristProfileForm.tsx
IN-0679,Save profile,Enregistrer,Plis putum ful nem.,src/components/TouristProfileForm.tsx
IN-0680,Later,Plus tard,Plis selektem dei blong kam.,src/components/TouristProfileForm.tsx
IN-0681,Please enter your full name.,Entrez votre nom.,Plis selektem dei blong aot,src/components/TouristProfileForm.tsx
IN-0682,Please select your arrival date.,Sélectionnez votre date d’arrivée.,Dei blong aot i mas biaen o semak long dei blong kam.,src/components/TouristProfileForm.tsx
IN-0683,Please select your departure date.,Sélectionnez votre date de départ.,Profil i sev!,src/components/TouristProfileForm.tsx
IN-0684,Departure date must be on or after your arrival date.,La date de départ doit être après la date d’arrivée.,Websaet,src/components/TouristProfileForm.tsx
IN-0685,Profile saved!,Profil enregistré !,Website blong yu — no nid taep https,src/components/TouristProfileForm.tsx
IN-0686,Website,Site Web,Yu no save riviu long bisinis blong yu yet.,src/components/WebsiteUrlInput.tsx
IN-0687,Your website or social page — no need to type https,Votre site ou page sociale — pas besoin de taper https,Noka verifyem histori blong visit blong yu. Traem bakaken.,src/components/WebsiteUrlInput.tsx
IN-0688,You cannot leave a review for your own business.,Vous ne pouvez pas laisser un avis sur votre propre établissement.,Noka verifyem histori blong visit blong yu. Trai bakagen.,src/contexts/AppContext.tsx
IN-0689,Could not verify your visit history. Please try again.,Impossible de vérifier votre historique de visites. Réessayez.,Saen in blong riviu.,src/contexts/AppContext.tsx
IN-0690,Could not verify your visit history. Please try again.,Impossible de vérifier votre historique de visites. Réessayez.,No gat Super Star kredit. Plis bae wan Super Star festaem.,src/contexts/AppContext.tsx
IN-0691,Sign in to leave a review.,Connectez-vous pour laisser un avis.,Putem taetel blong dil ia.,src/contexts/AppContext.tsx
IN-0692,No Super Star credits available. Please purchase a Super Star first.,Aucun crédit Super Star disponible. Veuillez d’abord acheter un Super Star.,Putem samting long description — nomo ol framaton long hem.,src/contexts/AppContext.tsx
IN-0693,Please enter a title for this deal or listing.,Veuillez indiquer un titre pour cette offre.,Putem wan foto mo wet bifo uplodem i finis.,src/lib/businessOnboardingValidation.ts
IN-0694,Please add a description with real detail (not only empty formatting).,Veuillez ajouter une description avec du contenu réel.,Narawan,src/lib/businessOnboardingValidation.ts
IN-0695,Add at least one photo and wait for upload to finish (a valid image URL is required).,Ajoutez au moins une photo et attendez la fin du téléchargement.,Putem wan foto mo wet bifo uplodem i finis.,src/lib/businessOnboardingValidation.ts
IN-0696,Other,Autre,Narawan,src/lib/pricingTiers.ts
